Joshua,0x1000005
*Insert* cards into Exodus!,0x1001434
*Search* the Shrines!,0x1001435
Death below!,0x1001436
Don't drink!,0x1001437
Gremlins!,0x1001438
Windy gold!,0x1001439
Time awaits!,0x100143a
Gremlin gold!,0x100143b
Golden center!,0x100143c
Stair to heaven!,0x100143d
Time runs short!,0x100143e
Long march!,0x100143f
Trap!,0x1001440
Very near now!,0x1001441
"Ambrosia, ever heard of it?",0x1001442
"Dawn, the city of myths & magic!",0x1001443
The conjunction of the moons finds link!,0x1001444
"Nasty creatures, nasty dark, sure thee ready, fore thee embark.",0x1001445
"None return or so I'm told, from the pool, dark and cold!",0x1001446
"Shrines of knowledge, shrines of strength, all are lost into the brink!",0x1001447
"Fountains fair & fountains foul, all are found in dungeons bowel.",0x1001448
"EXODUS: Ultima ]I[, which is next? Now could it be!",0x1001449
"Seek ye out the Lord of Time, and the one way is a sure find!",0x100144a
"And so the sage said unto thee, 'If thou can solve my rhyme...'",0x100144c
'...you'll learn of marks & playing cards & hidden holy shrines.',0x100144d
"Of marks I say there are but 4 of fire, force, snake & king.",0x100144e
"Learn their use in Devil Guard, or death you'll surely bring.",0x100144f
Shrines there are again but 4 to which you meditate.,0x1001450
Their uses are inumerable and clues throughout I state.,0x1001451
"The cards their suits do number 4, called Sol, Moon, Death and Love.",0x1001452
Unto the Montors thou must go for guidance from above.,0x1001453
"To aid thee in thy cryptic search, to dungeons thou must fare.",0x1001454
There seek out the Lord of Time to help you if he cares.,0x1001455
Brother Antos inquires: Have you found my father?,0x1001456
Sister Sledge sings: We are family!,0x1001457
"Andre the French Chef says: Hic, wan som colduck, hic?",0x1001458
The merchant orders: Give the King a tribute!,0x1001459
The subdued balron whimpers: Lithium packs the 16th level!,0x100145a
The floppy fighter brags: I own one of everything!,0x100145d
Lady Sherrie cries: gag me with a spoon!,0x100145f
Ronall Mc Donall sings: Try our new ride through!,0x1001460
The sightless sage says: Find the Father earn the ring!,0x1001461
Lady Mary Ellen pleads: Beat me kick me tell me lies!,0x1001462
Waren Beatty asks: Have you seen Diane Keaton?,0x1001463
"Chuckles the Bumble cries: Can I look yet, is it over?",0x1001464
The village idiot suggests: Offer the hotel clerk gold!,0x1001465
"Red the Pirate boasts: I've a broken Ultima ]I[, want one?",0x1001466
Brother Antos ordains: Search the stars for my kin!,0x1001467
Bishop Bob preaches: Confess to Brother Antos!,0x1001468
"Andre the French Chef burps: I drink therefore, I am!",0x1001469
Commander Decker screams: Is it soup yet!!!,0x100146a
The wandering bard asks: Do you know the way to San Jose?,0x100146b
Grendel the bum says: Masters of riddle are masters indeed!,0x100146c
Andy Greenberg complains: What? No software?!?,0x100146d
Robert Woodhead exclaims: Copy protect! Copy protect!,0x100146e
The chaste nubile nymph asks: Visit the Hotel California!,0x100146f
Ithilian the Wench calls: Make me an offer sailor!,0x1001470
John Mayer orders: Take out the trash!!!,0x1001471
Gerry Mayer proclaims: We know small computers!,0x1001472
"Keith says: No thanks, trying to cut down",0x1001473
The joker laughs: You're halfway there!,0x1001474
The pirate chortles: I own 30 tassles!,0x1001475
Dupre the Swashbuckler asks: Wanna buy a duck?,0x1001476
Johnny Jones asks: Know where I can get a duck?,0x1001477
The she creature begs: Take me I'm yours!,0x1001478
Homer the salesman asks: Ya want some life insurance?,0x1001479
David Alpert whimpers: I've done a bad thing,0x100147a
"Minax cries: A coward dies a thousand deaths, a hero only one. Either way, you lose!!!",0x100147b
Marlin Perkins threatens: Go in and I'll zap you!,0x100147c
Owen K. Garriott asks: Have you seen my shuttle?,0x100147d
Hecate chants: Bubble bubble toil and trouble!,0x100147e
The historian declares: George Washington slept here!,0x100147f
Debbie the lifeguard yells: Get a big grip!,0x1001480
Richard Garriott promises: Tomorrow--For sure!,0x1001481
Howie the pest hounds: Isn't Ultima ][ finished yet?,0x1001482
Johnathon Ben asks: This ever happen to you?,0x1001483
An astronaut claims: There is a Planet 'X'!,0x1001484
An astronaut claims: Father Antos lives on 'X',0x1001485
The druid: Anol Nathrac Uth Des Bessod Dien Doch Dientes!,0x1001486
The Phylosopher theorizes: She's got to be at 9-9-9!,0x1001487
Father Antos chants: You have earned my blessing. Return and claim the Ring!,0x1001488
"Sing Lee the cook yells: Kitchen closed, come back later!",0x1001489
Justin the Jailer warns: I wouldn't go in there!,0x100148a
Queen Susan says: Father Antos awaits you!,0x100148b
Ugly Irving states: No mages allowed!,0x100148c
Kieth Zabalaoui says: I've never done this before!,0x100148d
"An experienced warrior says: Find Antos, earn the Ring!",0x100148e
A wimpy warrior squeals: Antos is on 'X'!,0x100148f
Margot Tommervik exclaims: Talk softly to me!,0x1001490
Al Tommervik inquires: Do you read me?,0x1001491
Big Bob jaws: Give Bill 300 gold!,0x1001492
Bill Bruiser demands: Give Bob 600 gold!,0x1001493
The Seaworthy Pirate says: See the clerk in New San.,0x1001494
The Burly Pirate says: New San. is full of magic!,0x1001495
The Ugly Smelly Pirate says: Antos is the answer!,0x1001496
The Big Bouncer stalls: Where the hell is your I.D.?,0x1001497
"The Swamp Jester laughs: You lose, cadet!",0x1001498
The Court Jester says: Isn't this a silly Place?,0x1001499
The French Jester begs: Manger moi!,0x100149a
"The Stoned Jester complains: Rocks have spirits, too!",0x100149b
Isn't this a great game?,0x100149c
Thieves carry keys!,0x100149d
Some fighters wear magic helms!,0x100149e
Aviators use skull keys!,0x100149f
Sailors wear blue tassles!,0x10014a0
Mages carry wands or staffs!,0x10014a1
Guards carry keys!,0x10014a2
Ankhs open space!,0x10014a3
Planes need brass buttons!,0x10014a4
The Queen is the King and the King is a Spy!,0x10014a8
The evil men do is a horrible thing...,0x10014a9
...but dispelling means that you must have the ring!,0x10014aa
"Just where it is, I cannot say...",0x10014ab
"...but I'll tell you right now, there is no other way!",0x10014ac
I hear in a town where the water runs free...,0x10014ad
...there is an old man living under a tree.,0x10014ae
He has not a name but he does have a clue...,0x10014af
"...and now if you find him, he'll tell it to you!",0x10014b0
Watch out for lechers and wenches!,0x10014b1
Learn about space travel!,0x10014b2
Many lakes and ponds have strong magical powers!,0x10014b3
Thou should destroy the evil gem!,0x10014b4
Thou must destroy at least 20 enemy vessels to become a Space Ace!,0x10014b5
Thou must go back in time. Traverse the lands in search of a time machine.,0x10014b6
"The princess will give a great reward to the one who rescues her, and an extra gift to an 8th level Space Ace!",0x10014b7
"Over 1000 years ago, Mondain the Wizard created an evil gem. With this gem, he is immortal and cannot be defeated.",0x10014b8
Thou should go back in time to the days before Mondain created the evil gem and destroy him!,0x10014b9
Good day!,0x10014bb
The guard says: Pay your taxes!,0x10014bc
The jester sings: Ho ho ho!,0x10014bd
The villager asks: Will you buy my apples?,0x10014be
"The fighter says: Ugh, me tough!",0x10014bf
The cleric says: Believe!,0x10014c0
The wizard says: Hex-E-Poo-Hex-On-You!,0x10014c1
"The thief says: Psst, wanna buy a watch?",0x10014c2
The guard says: Move along!,0x10014c3
The guard says: I'm watching you!,0x10014c4
The jester sings: Ho eyo he hum!,0x10014c5
"The jester jokes: A horse walks into a bar and yells ""Hey!""",0x10014c6
The villager says: Good day!,0x10014c7
The villager says: You're not from around here!,0x10014c8
The fighter says: Taste steel!,0x10014c9
The fighter asks: You trying to start something?,0x10014ca
The cleric says: Bonam animam tueri!,0x10014cb
The cleric demands: Alms for the poor!,0x10014cc
The wizard shouts: You shall not pass!,0x10014cd
The wizard says: There are some who call me... Tim?,0x10014ce
"The thief says: Hey, look over there!",0x10014cf
The thief says: I was only going to borrow it!,0x10014d0
You feel a strong magic surrounding you!,0x10014d1
"You hear a voice say, ""TURIS-SCIENTIA-MAGNOPERE.""",0x10014d2
"The sign reads: ""FORTES FORTUNA ADIUVAT!""",0x10014d3
"On a pedestal, these words appear: ""MY NAME IS OZYMANDIAS, KING OF KINGS: LOOK AT MY WORKS, YE MIGHTY, AND DESPAIR!""<b><b>Nothing beside remains.",0x10014d4
"The grave is marked: ""VAE VICTIS.""",0x10014d5
"""GO EAST TO GO EAST!""",0x10014d6
"The sign reads: ""ULTIMA THULE!""<b><b>The sky grows dark, and a strong magic engulfs you!",0x10014d7
"The sign reads: ""OMNIA MUTANTUR!""",0x10014d8
that it requires all four gems to launch a time machine!,0x10014d9
that the time machine must be used in order to win!,0x10014da
the princess will help a space ace through time!,0x10014db
to take nine items from my storerooms - but only nine!,0x10014dc
The jester sings: I've got the key! ,0x10014dd
The Bard sings: Ho eyoh he hum!,0x10014de
Gwenno the jester sings: I've got the key!,0x10014df
Iolo the Bard sings: Ho eyoh he hum!,0x10014e0
Thou hast saved the princess,0x10014e1
"She informs thee that thou art now ready for time travel, and gives thee directions to a hidden time machine!",0x10014e2
"Entering the craft, thou dost remark upon four holes marked: Red Green Blue and White.",0x10014e3
The proper gems fit in each hole.,0x10014e4
"Further examination leads thee to two discoveries: There is a button marked LAUNCH, and thou art locked in, with nothing to do but press it!",0x10014e5
"As soon as thou hast pressed the large black button, lights begin to dance across the control screens.",0x10014e6
Generators shake the very floor beneath thy feet.,0x10014e7
The small craft begins to tremble and rattle as thy journey through time begins...,0x10014e8
After but a few moments thou dost feel a strong magic pulling thee from thy craft...,0x10014e9
"A moment later, thou art face to face with the evil Mondain himself!<b>Good luck, this is it!",0x10014ea
"And so it came to pass on this day EXODUS, hell-born incarnate of evil, was vanquished from Sosaria.<b><b>Congratulations! Thou hast completed Exodus: Ultima III. Report thy feat!",0x10014ec
Only a bearer of all 4 Marks can wield Exotics!,0x10014ed
"To invoke the snake, yell 'Evocare'",0x10014ee
ahm,0x10014ef
mu,0x10014f0
ra,0x10014f1
beh,0x10014f2
cah,0x10014f3
summ,0x10014f4
om,0x10014f5
lum,0x10014f6
Sir John,0x10014f7
a battle hardened knight,0x10014f8
I was once an adventurer who explored the lands of Britannia.,0x10014f9
I am well considering my age.,0x10014fa
"Yes, I even flew above the clouds!",0x10014fb
Yes on an a flying vessel that was propelled by the winds!,0x10014fc
"The vessel was at the mercy of the four winds, but I found a magical silver horn that could control them!",0x10014fd
There are both those that sail by sea and a balloon that flies by air.,0x10014fe
An old man mumbles: I'm an old man.,0x1001500
"To obtain the ring, you must first receive the blessing of Antos!",0x1001501
Seek ye now the ring in the %s of %s!,0x1001502
Sentri the Swashbuckler says: I can build a quick blade! Search for each of its 3 parts in the dungeons and towers of Earth!,0x1001503
Sentri says: Search for the blade in the dungeon!,0x1001504
Sentri says: Search for the pommel in the nearby tower!,0x1001505
Sentri says: Search for the hilt in a tower lost to time!,0x1001506
Sentri says: Behold thy Quicksword!,0x1001507
Sentri says: The Quicksword is the only weapon that can defeat Minax!,0x1001508
Cough...,0x1001509
Cough...,0x100150a
Cough...,0x100150b
A rain of silver lightning heralds the death of Mondain.,0x100150c
Fleeting glimpses of fates avoided rush through thy mind as the arcane power of the mage's dying scream echoes in thy ears.,0x100150d
A thousand years pass in but a moment's time as a strange sleep overcomes thee.,0x100150e
Upon awakening thou dost find thyself in new surroundings.,0x100150f
A stately youth in violet robes helps thee to thy feet whereupon thou dost see the thousands who gaze upon thee in adoration.,0x1001510
"""Thy selfless heroism hath saved our people, my worthy one.""",0x1001511
"""Should our gratitude alone not be enough to sustain thee, know that I, Lord British, hereby ordain the entire realm of Sosaria be at thy service for all time henceforth.""",0x1001512
"""So let it be done.""",0x1001513
You hear a strange chanting... it looks as if he is creating the evil gem!,0x1001514
THOU ART DEAD! Thou hast been defeated by Mondain the Wizard! THE UNIVERSE IS DOOMED!,0x1001515
Return when thou art an 8th level space ace!,0x1001516
"Finally, Minax fell. You feel a strange force!",0x1001517
"With the death cry of the terrible witch, her work vanishes without a trace from all planets and all ages.",0x1001518
"As you look back on your long journey, you are suddenly overcome by a feeling similar to the nausea you felt when you entered the time door.",0x1001519
Has space-time begun to distort as if to correct the distortion?,0x100151a
"Feeling faint, you find yourself facing the young king, Lord British.",0x100151b
"After accomplishing this great feat, the people of Sosaria have gathered to express their admiration and gratitude.",0x100151c
"Intoxicated with the sweet wine of victory, you and your people rejoice in the return of peace to this beautiful kingdom.",0x100151d
But at the back of your mind a question is brewing: What was Minax up to in that castle?,0x100151e
For now you decide to focus on enjoying some long-awaited rest.,0x100151f
You have saved the universe! Seek now to conquer wicked Exodus!,0x1001520
The Fire Castle crumbles away; the aera of fear is over.,0x1001521
"Many tongues of flame burn the sky, and the earth trembles with the cry of death agonies of Exodus.",0x1001522
"The dark clouds that have covered the world are blown away with the fresh, clean air.",0x1001523
Peace returns to the realm of Sosaria again.,0x1001524
"Now the world is calm. No evil creatures' roar, no pain, and no tragedy anymore.",0x1001525
"You have returned to Castle British, the goal of your journey.",0x1001526
"Returning in triumph, you recall the long days and difficult battles.",0x1001527
"The young and wise king, Lord British, welcomes you and says, ""Welcome back, oh true hero!""",0x1001528
"""Can you hear the praise of the people? We have won true peace and glory.""",0x1001529
"""Come, there is something to show you.""",0x100152a
The king leads you to a balcony from which you can overlook the entire castle.,0x100152b
A large crowd of people have come to applaud your deed.,0x100152c
"On the northern horizon, there is a great, rough mountain range that you haven't seen before.",0x100152d
"""When you sealed Exodus, there occurred an earthquake which upheaved that mountain range.""",0x100152e
"""Doesn't it look like the spine of a snake? I shall name it Serpent's Spine.""",0x100152f
"""The story of your great work will be handed down by word with the birth of Serpent's Spine.""",0x1001530
The Hell-born incarnate of evil that uneased people has been exorcised completely.,0x1001531
"The story of your deed will be handed down by Iolo the bard, and the people will enjoy prosperity and peace.",0x1001532
"But, who knows when evil will return with terror and demolition?",0x1001533
"Should that situation arise, another quest shall await you!",0x1001534
M.E.,0x1001535
I'd call it my death but I'll only fade away.,0x1001536
M.E. I eat dust.,0x1001537
a mechanically engineered automaton,0x1001538
"There's no one left to see, and there's no one left to die.",0x1001539
"I turned off the pain, like I turned off you all. Now there's only M.E.",0x100153a
I resist.,0x100153b
